"Actual","Predicted"
10,7.62425924555145
10,6.79288714863671
5,3.63264535637709
4,3.01804646816936
3,3.31020690460261
5,7.99217067546353
5,8.10074426749111
2,2.65546290425563
1,2.7213215597152
6,11.3674145853766
1,3.18482661034028
1,2.65546290425563
4,1.12490623272704
6,8.01553119290471
5,4.994606459751
10,7.66099267320859
10,5.79497043810418
1,2.03198063239871
8,11.2490159733976
7,10.7579340596246
2,-1.91540887216794
4,3.22613964634753
1,2.34340343317511
10,9.1254631563834
3,1.35014103526961
1,2.11558490480747
3,2.7213215597152
3,4.87449705098433
3,3.23024377704714
3,2.65546290425563
1,3.63264535637709
1,2.73888385952682
9,3.65598707450698
5,8.32882276030958
4,7.97126537134605
8,10.3214495522202
5,9.63324482516349
8,0.658120559891669
3,3.59366039305867
10,9.7648787157161
10,8.570177252911
1,8.21384418018222
4,3.63268134741658
8,8.70037665427534
1,1.43877707741852
5,5.40803414470639
1,0.33040532506424
5,9.07479761053452
3,2.7213215597152
2,0.491722227233675
1,2.34340343317511
3,3.63981873853537
2,0.65517788876544
3,3.98328910777135
1,4.99408023411866
1,2.7213215597152
7,10.0382653812161
1,3.86257148603286
3,2.65546290425563
5,6.49893227696811
4,10.1018669838244
1,6.24184704053355
5,2.82163260212335
10,4.43515598504028
1,1.35014103526961
3,2.7213215597152
3,6.24153554899394
2,3.54847912715593
7,8.16896853347356
1,2.94724448104974
5,2.7213215597152
6,6.18486358394474
8,8.80663412455645
4,2.82163260212335
9,10.4681435663601
1,0.90120343546184
10,12.0276668386719
3,2.7213215597152
1,2.7213215597152
5,3.66758389614414
4,7.72435753129983
1,2.65546290425563
5,6.46295202200927
10,6.23171813371508
1,2.34340343317511
6,0.65517788876544
5,2.65546290425563
5,2.65546290425563
1,2.34340343317511
4,2.49807139408116
1,2.65546290425563
3,2.65546290425563
3,3.23024377704714
1,3.23024377704714
4,8.64431849280115
8,8.10282556041059
2,2.65546290425563
2,2.34340343317511
5,5.76826526543553
6,5.41237639132997
3,4.2850206047897
5,2.38772142059245
3,2.7213215597152
3,3.38974758367238
4,3.54683778083867
8,7.46439759740476
5,2.34340343317511
5,9.46977787507034
10,7.83171586678404
5,7.37200385734606
4,3.54683778083867
10,8.51827625260637
1,2.11558490480747
2,4.20321638125806
2,5.3768313216627
4,4.622036722043
3,5.72370722918142
1,3.23024377704714
1,0.65517788876544
3,2.7213215597152
5,5.35689484629152
5,3.55160461095681
7,5.45945283037273
5,2.38772142059245
5,5.0969573406962
5,2.17154662251878
3,2.7213215597152
1,2.65546290425563
6,6.9723290377075
5,6.78884990000681
8,8.27168169567961
1,3.79242678847582
5,2.7213215597152
1,6.79313349066152
3,2.7213215597152
5,2.65546290425563
5,2.34340343317511
2,2.7213215597152
10,8.90275945468683
8,7.64616967004363
10,5.18533509150442
3,8.62681578518606
6,3.95863112202919
5,7.94282139839671
1,2.65546290425563
7,6.41951318201053
1,2.38853330229181
8,8.37299844329404
5,8.20023584717765
3,3.66387038650935
7,8.75909874394825
1,2.65546290425563
3,5.71007146653316
8,4.29745219990927
5,2.6181700044941
6,6.48485018974794
4,2.7213215597152
5,5.89099502116183
9,10.1248165973401
4,2.94724448104974
1,0.65517788876544
3,3.55160461095681
6,2.17154662251878
1,2.94724448104974
2,2.34340343317511
8,7.51544098382055
10,10.671310598545
3,4.64077792960426
10,6.57599615934411
3,2.34340343317511
3,2.7213215597152
1,2.34340343317511
4,3.33846626478614
5,2.34340343317511
2,2.65546290425563
3,4.62939805345379
5,3.72066023776155
10,9.6686854750068
1,2.11558490480747
6,7.46308244893731
4,2.65546290425563
5,2.7213215597152
10,5.188593268274
5,5.35849271566518
1,4.15884647108604
8,7.40145677535099
3,3.32057755797485
5,11.6675740977419
10,9.04363490127938
4,2.6181700044941
2,2.7213215597152
1,5.72370722918142
6,6.47795349894774
5,2.21922575525319
5,7.23098149085961
4,2.7213215597152
4,3.63981873853537
4,3.98328910777135
4,6.28176650676085
5,2.34340343317511
8,8.70654920576581
7,7.67501389114324
3,2.94724448104974
1,3.54847912715593
5,4.44586237568118
10,8.40588962137747
8,8.27939893218269
7,8.71189414875725
1,2.65546290425563
2,2.34340343317511
4,3.63264535637709
4,2.65546290425563
6,6.08240542994225
3,2.65546290425563
9,6.54430125666685
1,6.06591751007296
5,2.80310095339729
3,2.7213215597152
3,0.65517788876544
1,3.95863112202919
1,2.34340343317511
1,0.562412579107485
8,8.26975611132227
5,2.38772142059245
1,2.65546290425563
1,2.65546290425563
5,0.65517788876544
7,2.98615120547081
3,2.00376061353641
3,2.03198063239871
3,2.7213215597152
5,7.03710068289756
1,2.7213215597152
10,5.03733986651712
4,2.7213215597152
3,6.76309395459482
3,2.34340343317511
1,2.68264932426303
4,2.34340343317511
4,2.65546290425563
3,4.20110378560528
3,1.11308899495697
10,7.58608849385702
4,7.04092317798974
1,2.65546290425563
5,8.16960041057617
2,2.34340343317511
5,7.88536762620263
2,1.38380079643878
10,8.57144976686281
9,7.16723702267642
4,2.34340343317511
4,2.7213215597152
5,2.82163260212335
1,2.11558490480747
1,2.59677814424729
3,2.65546290425563
8,7.11323737770778
5,9.99784449615128
6,11.2380482853256
2,3.55160461095681
6,7.69024954395421
10,3.33470021699647
1,2.34340343317511
5,8.51871635556017
4,4.76006605359414
5,8.01447018230033
3,2.68963576489912
6,4.15884647108604
5,2.7213215597152
5,6.24086351431031
3,2.34340343317511
5,6.11725327959116
1,2.65546290425563
7,5.09274746359837
3,5.33021112513344
4,2.65546290425563
8,4.08945041194864
4,5.42675094914414
