"Actual","Predicted"
8,6.60379315915697
4,4.33020546985093
4,3.15555263932219
3,2.9732852678229
5,3.42074561108451
10,7.01207747782516
1,2.29108612629782
1,2.67033357264617
3,2.67033357264617
1,2.9732852678229
1,3.31241194883504
9,7.86307619047619
8,8.0662944750551
6,2.67033357264617
7,5.95786984126984
1,2.9732852678229
5,2.65304700306586
1,2.83940818362424
10,7.80946060650025
8,6.3962945838054
4,2.65304700306586
6,3.08995047098379
7,6.54052882342199
5,2.83940818362424
4,2.67033357264617
2,2.9732852678229
10,4.91780520136094
5,6.21313281449344
9,7.38505150027967
5,3.76240773649002
8,5.0455269836636
1,2.29108612629782
6,5.46114031893459
4,2.65304700306586
3,2.65304700306586
1,2.33212362342197
5,7.60758081081207
1,2.9732852678229
10,6.24276963970037
10,5.76798207797506
8,6.41252203638266
4,6.87825115207373
3,2.9732852678229
1,2.29108612629782
2,3.12312418632388
1,3.06180583092127
1,2.9732852678229
1,2.65304700306586
5,3.00310714985966
3,3.10696701959092
5,5.2344974748331
1,2.67033357264617
2,2.65304700306586
10,8.03296976544273
4,2.67033357264617
5,2.67033357264617
1,2.29108612629782
4,2.9732852678229
4,3.66684703474518
5,2.17798698039688
1,2.65304700306586
3,6.34084910852904
3,3.03073791899883
8,7.70031589705802
3,2.9732852678229
1,3.57992553963114
3,2.98149746900199
4,4.60801690695848
4,3.10049663413366
8,6.18858851471109
1,2.65304700306586
2,1.91340838006496
3,2.79534647632903
5,3.14837127917116
5,3.10049663413366
1,2.9732852678229
7,8.0152401098901
6,2.81182048643129
4,1.85255025423007
10,7.43037559512099
3,3.64875173873978
5,1.91340838006496
3,2.29108612629782
8,7.63126716905535
1,2.65304700306586
8,6.801831379817
5,2.65304700306586
1,3.1240563571355
5,2.24828873981855
1,2.65304700306586
5,2.67033357264617
1,2.67033357264617
5,3.47927711559722
10,4.92621044230041
8,3.31706753783549
10,6.87212564102564
1,2.97397460617748
2,2.65304700306586
3,7.59453063073781
5,6.04182744245002
10,8.32526367165867
3,3.01915908931785
7,6.83187933947772
6,5.92373333100591
10,7.01148416931393
1,1.91340838006496
5,2.64548835203197
10,8.73871904761905
4,3.10696701959092
4,5.9990303030303
5,6.01190384545878
2,2.24828873981855
5,3.10696701959092
5,5.62797160384419
4,2.67033357264617
9,6.55796146317451
4,3.22723439326903
1,2.22600006367629
1,2.65304700306586
2,2.67033357264617
3,1.68005832014896
5,2.67033357264617
2,3.22881877152717
1,2.9732852678229
3,2.24828873981855
7,6.73616047294609
10,6.49891844151548
4,2.82449318784226
3,2.23924469773451
1,3.10696701959092
6,5.96738051079356
5,2.88024698495284
4,5.91144350832252
5,3.93578215108925
6,7.48397936507936
5,3.35169604724559
5,3.08995047098379
2,2.65304700306586
6,7.67714112073091
2,2.67033357264617
4,2.29108612629782
7,6.41233527905786
7,6.47362739654537
10,5.12895248685007
2,2.65304700306586
4,2.9732852678229
3,2.67033357264617
4,3.44618213707465
10,6.7457775725132
2,2.65304700306586
10,6.98575531135531
1,3.01631939223668
8,8.16987290173594
5,7.40797588522588
3,2.73542832374698
10,8.43656518665266
10,6.24117637022475
8,6.53481096681097
2,2.67033357264617
1,2.98701393042438
4,5.40665585756967
1,2.9732852678229
8,3.68700441385848
3,2.29108612629782
1,2.67033357264617
1,2.65304700306586
5,6.18514075924076
5,3.21089419138101
1,3.10049663413366
5,3.01915908931785
7,5.57782068098646
3,2.65304700306586
3,3.08995047098379
7,5.70003478695218
5,6.68560657116361
1,3.32573941363537
5,7.23817843989422
1,2.65304700306586
5,3.08995047098379
8,6.50950562378798
3,3.70828489451192
3,2.78837343195973
10,5.9731526651576
1,2.65304700306586
3,2.67033357264617
4,3.10696701959092
3,5.33199479973042
8,6.34601917812981
10,5.97180797430095
1,2.43852343556979
5,3.81215814367008
6,7.95339810389311
5,3.08995047098379
1,2.88980600463073
5,3.10126316085584
3,2.67033357264617
7,6.41288656136104
9,7.95829102564103
10,6.48501740770558
4,2.65304700306586
6,7.90005522188487
5,5.97728286047364
9,8.04606920820726
10,7.47594779537145
6,7.95339810389311
10,6.81155824175824
8,8.38389938224064
3,3.49272726956541
1,2.9732852678229
1,3.75213605986204
1,2.67033357264617
10,7.65167381679179
4,3.04780665432476
10,5.82631353091353
1,3.10049663413366
1,2.9732852678229
8,5.57887593984962
1,1.91340838006496
8,7.39769754019458
5,2.67033357264617
2,2.97397460617748
10,7.4132494949495
10,5.70069607059607
1,2.24828873981855
1,2.65304700306586
2,2.9732852678229
6,7.07177084785133
10,7.07084544968331
1,2.67033357264617
8,6.95512789200047
10,7.2681450124769
3,2.16418078535949
5,2.9732852678229
5,6.8961637840496
5,6.16828784461153
1,2.9732852678229
4,7.34879400921659
6,6.11730001201528
2,2.67033357264617
3,2.33212362342197
5,3.17815616796028
7,6.8970070509201
5,6.66670137652958
3,3.44618213707465
8,7.85946605466145
5,3.66616455931559
3,3.68585320941227
3,2.67033357264617
3,2.9732852678229
4,2.65304700306586
2,2.97397460617748
4,2.65304700306586
1,2.9732852678229
1,2.24828873981855
5,2.65304700306586
4,3.31241194883504
1,3.25293217227475
7,7.73662380952381
2,2.67033357264617
5,2.67033357264617
4,2.67033357264617
7,7.14130168067227
4,2.65304700306586
3,2.65304700306586
5,2.9732852678229
1,2.67033357264617
4,3.89267950087621
3,5.87393014546596
3,3.46389036101904
5,5.48496145620556
4,1.80170689760855
1,2.67033357264617
3,6.00601879699248
8,6.21309841991419
2,7.17179130758209
1,2.65304700306586
9,7.63411746031746
1,2.9732852678229
1,3.21143167023361
5,3.44618213707465
2,2.60014969724892
2,2.9732852678229
1,2.67033357264617
7,6.22186944936784
2,2.67033357264617
1,3.09100706730613
4,5.56705927318296
7,3.40401514342488
6,2.84170291280491
3,2.67033357264617
10,6.52165183080676
3,2.67033357264617
4,3.74592554123897
1,2.67033357264617
1,2.29108612629782
2,2.9732852678229
10,7.58179612402543
2,2.9732852678229
5,2.67033357264617
3,2.65304700306586
10,5.92761578985141
10,5.630055417253
2,2.65304700306586
4,2.9732852678229
5,3.05270659379551
10,5.78029846218665
1,2.67033357264617
8,8.14196446203812
5,4.59581084099433
5,7.94167989436039
5,2.79534647632903
1,2.65304700306586
3,2.9732852678229
7,5.88369925241503
4,2.67033357264617
8,6.84454975579975
8,7.5690805749018
6,6.99834219942424
1,3.04780665432476
4,6.58290346486924
1,2.67033357264617
8,5.49854296304055
1,3.32173631508984
7,8.02728759018759
1,2.65304700306586
4,2.67033357264617
2,3.55699368858783
5,2.65304700306586
5,7.91776359482422
4,3.05270659379551
3,2.9732852678229
2,2.65304700306586
5,6.51869621822699
4,2.29108612629782
1,2.9732852678229
3,1.67754882404058
1,2.65304700306586
5,3.44269665678019
3,2.67033357264617
5,3.01915908931785
5,7.30890646873943
3,3.46336473033311
5,2.67033357264617
3,2.9732852678229
10,6.76309624893603
3,3.10049663413366
8,6.10221947819206
1,2.65304700306586
5,3.04780665432476
5,8.39161845894825
