"Actual","Predicted"
1,3.15316214732131
5,5.77755513362462
1,2.85313761969927
5,2.64483528233536
3,6.50872131095811
1,2.82603964370437
5,5.9364967762134
3,2.77561366654027
5,3.33031497659877
3,2.85313761969927
3,2.85313761969927
6,4.51978598227932
4,3.01676978910795
1,2.93066157285826
2,2.85313761969927
10,5.702882668929
1,3.06576060359847
3,6.19004636792486
8,8.62769397697145
6,8.10976015046972
1,7.0232646809118
4,2.85313761969927
3,2.88417759864188
9,6.97884136128523
1,2.82902008598124
1,2.93066157285826
5,2.85313761969927
10,8.99324152844928
5,2.8935441710991
1,3.2506349760581
3,3.11639710184051
1,3.38322716652417
6,7.43650020774714
2,3.12699553907566
8,7.16632231051092
4,3.03636630840738
3,2.77561366654027
5,2.90654403914024
2,2.72912969232388
2,7.89229048960807
1,2.93066157285826
1,2.87646562086847
10,6.06394223749897
5,3.19392105499951
1,2.77561366654027
5,2.85313761969927
10,6.44156732471822
5,2.93066157285826
3,2.93395072249893
4,2.93066157285826
5,7.10145510577171
1,2.77561366654027
3,2.77561366654027
3,2.85313761969927
3,2.8160202179401
1,2.93066157285826
10,6.59394656658905
2,3.1752306065117
10,7.45512998556012
5,7.21706271726949
4,2.93066157285826
10,5.53937293074872
1,2.86006006492385
10,6.13860699410547
1,2.85313761969927
3,2.93066157285826
10,7.00928775615115
9,7.7290385313322
6,6.76508505755956
1,2.93066157285826
10,8.42387787445981
5,2.77561366654027
3,2.41430234419136
5,3.44696894227549
5,4.40664121469317
10,7.32505537201106
10,5.07160775126036
10,6.04577824063518
5,2.80665364548288
5,2.93066157285826
5,7.72502830174062
3,3.55787159214159
4,3.19999847781606
2,2.85313761969927
10,7.89024556814535
6,6.0738314196778
3,3.14580252582627
10,7.02401564651761
4,6.78575546076911
5,8.13206747336956
8,7.08056400865286
2,2.93066157285826
5,2.85313761969927
1,2.75149613282225
1,3.19999847781606
4,2.77561366654027
4,2.85313761969927
3,2.85313761969927
10,4.82075583001081
2,2.77561366654027
3,2.77561366654027
5,2.83769362442549
3,2.85313761969927
3,3.32263786117174
4,3.31022422778377
9,8.3086936934651
7,5.81534340485768
6,3.09299882879054
4,4.38306157080497
5,6.67562816037768
8,7.04353803757835
2,2.72912969232388
1,3.37464290343348
7,5.61010441594829
4,2.77561366654027
10,7.77231518810375
10,8.51775986385449
3,2.77701504371951
5,2.77561366654027
8,7.64795743172351
2,2.93066157285826
6,2.77561366654027
1,2.93066157285826
1,2.75149613282225
6,2.77561366654027
10,8.06686177111628
1,3.01201461844148
3,3.05947558971633
6,6.48465227116017
8,6.40059263122712
6,7.11198313342903
1,2.82902008598124
5,3.31127254808746
4,5.17023028972476
4,2.77561366654027
1,2.93066157285826
1,2.84627788751618
1,2.77561366654027
5,6.53540674490666
10,7.95844983027996
3,2.85313761969927
4,7.07866897819112
3,7.04114460176566
6,6.9301336152893
5,7.83712133435398
7,5.13404471207826
2,2.93066157285826
10,6.45367480690787
1,2.83769362442549
6,3.40568288237609
10,6.18840955930847
3,2.93066157285826
1,2.77561366654027
4,2.82902008598124
5,2.98442397918714
1,2.77561366654027
5,4.69184250260416
5,2.8935441710991
1,2.77561366654027
5,6.84872590494733
5,2.67791418261096
8,7.57456765061322
3,2.82902008598124
