"Actual","Predicted"
3,2.91085959384738
1,5.50577626970678
1,5.44772011025224
1,6.03039738868295
3,2.91085959384738
3,2.91085959384738
3,4.05973977140181
4,4.71064306580231
5,7.76657153325535
4,4.80777626167016
1,2.52961561245263
9,3.34392494211461
7,0.34962468288925
3,7.53096707675367
1,5.44665480802094
8,2.71132937930164
10,8.32391728233387
1,2.84237732416237
1,2.91085959384738
2,7.87295359021725
4,2.52961561245263
10,6.4452633031027
5,2.52961561245263
1,3.15793612060565
1,2.52961561245263
1,2.84237732416237
4,2.70897644852965
10,9.21721901654585
1,2.84237732416237
5,4.52514522451578
7,6.37429519297217
7,4.84233218394408
8,7.48553878545332
3,2.91085959384738
7,8.87300159034304
4,0.773171700765612
5,7.26896505833933
5,2.52961561245263
5,2.30884249103417
5,4.88457597603356
5,2.76909997495953
4,1.77097070028752
6,5.44772011025224
5,3.45392885590281
4,2.91085959384738
3,2.91085959384738
1,2.91085959384738
5,8.66412514976156
1,2.52961561245263
8,6.25489461607546
5,2.91085959384738
5,3.05208735809144
2,7.02477098663812
1,2.84237732416237
6,1.8028782628071
1,2.2051064717432
10,6.80515927059231
7,4.83347012239539
1,4.27592194487338
5,1.28331305133202
4,2.84237732416237
2,0.369830736168631
5,2.53884119507372
3,2.84237732416237
2,2.14446853795828
8,6.99613786884133
1,3.05208735809144
2,2.84237732416237
10,6.793034215441
6,6.73889240805333
3,2.84237732416237
4,2.19256740938219
8,11.2746461243723
1,2.91085959384738
1,2.84237732416237
4,2.91085959384738
5,2.91085959384738
4,3.46309222173164
3,2.22444716914586
10,5.6091014104922
10,4.30056038575494
1,1.8984782729044
1,2.91085959384738
1,4.06909543217882
4,2.52961561245263
6,2.91085959384738
9,8.48191485975008
8,2.52424629338396
5,2.91085959384738
9,5.05038831715136
3,3.84224981616102
1,2.91085959384738
3,3.45392885590281
3,2.52961561245263
2,2.52961561245263
1,2.52961561245263
5,7.88785862240226
1,2.91085959384738
1,2.76909997495953
1,1.77097070028752
10,9.94632778705788
10,7.85218506152523
5,2.91085959384738
5,3.46309222173164
8,6.03348688362267
1,1.92143865444566
2,2.70897644852965
3,2.27762793068551
1,2.52961561245263
7,6.54265227046979
8,5.89136890234218
3,7.53096707675367
10,8.40537648372971
3,3.08803255399463
1,2.91085959384738
8,5.53150672409738
4,2.52961561245263
5,0.207621126303144
10,6.84760137044709
1,2.52961561245263
4,2.84237732416237
3,4.96922966457891
2,4.72123711562929
7,5.79139418100267
5,3.45392885590281
5,4.92016988237384
7,8.84988011799033
2,3.25159274156556
3,5.59566645049696
5,2.04046413729873
5,6.57173543890039
3,7.93092302548254
1,1.92143865444566
8,7.6758016237801
4,3.15793612060565
8,4.57074436269379
5,2.52961561245263
4,2.52961561245263
8,3.23657804831195
3,2.84237732416237
5,3.12054604488152
9,6.32969867657796
3,4.91534679076458
5,2.52961561245263
10,7.6669953970086
8,4.35189859470523
1,3.28801102586535
3,3.15793612060565
8,5.61287852602194
1,2.84237732416237
8,9.41824391804901
5,5.85549695552708
5,5.50465525570345
1,2.91085959384738
2,2.84237732416237
5,5.93854488557036
10,9.32562099463388
5,2.84237732416237
1,2.76909997495953
1,2.91085959384738
9,1.55620127750241
4,4.68309467034317
2,2.14446853795828
8,4.66390054716813
10,4.28125179394085
9,9.15554856012878
3,10.4893371687015
4,2.83417894221852
1,6.83017779478456
10,4.76561758868384
6,2.84237732416237
10,10.0099130562847
5,2.57572886899322
10,5.20457579637419
2,3.28720364124013
4,3.15793612060565
3,2.91085959384738
5,7.00451461093177
3,1.77097070028752
3,1.15941989117864
8,8.39776430161443
5,3.5619172737804
1,3.95824618243885
3,1.77097070028752
4,4.29413194225192
10,7.9501277751775
1,2.52961561245263
3,4.72123711562929
1,2.91085959384738
8,7.60331985427158
1,3.15793612060565
4,3.00190840506609
2,2.84237732416237
8,8.90941269905564
1,2.52961561245263
1,2.52961561245263
5,3.15793612060565
3,2.77150545256138
3,3.51648747518428
4,2.52961561245263
8,4.08785416637945
4,7.89133090485278
5,2.18867936832721
1,3.00536295254525
5,4.41877187259941
10,8.66991460863036
1,2.91085959384738
7,7.95903133699816
10,4.96472959237915
1,2.52961561245263
2,2.52961561245263
3,1.77097070028752
10,4.82246229634987
3,3.15793612060565
3,4.0437195141466
3,2.52961561245263
2,2.91085959384738
4,2.84237732416237
3,2.84237732416237
10,8.69287410714296
3,7.98798055694237
6,6.97317384748789
8,8.32052776222525
5,1.0365440095643
4,10.2583113585059
2,2.52961561245263
1,3.00876227485509
10,4.64758906497859
10,7.4597654556728
8,7.23802782520621
1,4.27592194487338
4,2.91085959384738
1,2.91085959384738
5,6.00315422188104
1,2.14446853795828
10,8.33400710011628
1,3.12054604488152
5,5.67578968844677
1,2.84237732416237
5,3.00190840506609
10,11.7283929171171
1,4.41877187259941
5,3.51648747518428
10,7.60955365202007
10,5.97417321891431
2,4.4383701363785
1,4.03463066890624
1,2.76909997495953
5,3.47542877465426
1,1.07164964666961
2,2.91085959384738
1,2.84237732416237
7,3.26973890048274
1,2.52961561245263
3,4.37459998799103
4,3.28541370826691
1,2.91085959384738
5,4.41877187259941
4,2.98087054426609
8,6.49278246234977
6,4.23997609789886
5,2.91085959384738
1,2.84237732416237
6,2.2051064717432
10,8.66671220541115
5,2.76393530486667
8,4.63738034065919
1,3.7356572058356
1,2.84237732416237
5,4.08246731928066
1,2.84237732416237
5,2.84237732416237
6,3.17663396652524
8,7.349060417887
2,2.91085959384738
8,10.9531557873171
5,2.88630708310429
2,2.52961561245263
10,6.07363023929136
5,5.83347248381207
8,9.22233479973919
8,8.67493647807845
5,0.937220445840881
4,4.03057262370158
2,2.84237732416237
4,3.28541370826691
1,2.84237732416237
8,8.21922026854079
1,4.27445567837127
3,0.773171700765612
5,6.72891323287426
8,7.10488590949535
4,2.84237732416237
5,4.48678158189073
3,1.77097070028752
4,2.52961561245263
10,0.839520177937226
5,8.11461962368234
5,7.82108004702875
5,3.04892142610499
4,2.52961561245263
5,4.56063128018251
5,11.6226159220928
3,2.84237732416237
9,8.04102974318977
5,2.88090516831904
5,4.88957238601324
10,6.67883774320218
5,3.46309222173164
6,8.76034886352972
10,6.13606692449267
1,2.91085959384738
3,2.91085959384738
5,5.57112017007498
9,5.45162540621542
6,6.00486397905183
2,2.2051064717432
10,8.27125066054628
3,4.78377637507269
3,2.52961561245263
7,5.07848192655253
5,4.29294388360377
1,2.52961561245263
1,2.2051064717432
10,9.06657786117662
1,3.28541370826691
5,2.30874062330383
3,2.52961561245263
1,3.84224981616102
1,4.3397850703179
2,2.91085959384738
3,2.40624604768756
5,3.27124437539054
5,1.62869971424172
1,4.30068869379878
4,8.12043352942508
10,5.64433027232365
3,3.28541370826691
3,2.52961561245263
1,2.91085959384738
8,6.58550654146672
3,-3.08654649517059
7,10.2130922239611
4,2.84237732416237
1,2.52961561245263
4,6.35288745400374
4,2.91085959384738
4,4.87242909482831
2,4.72123711562929
5,2.91085959384738
