"Actual","Predicted"
5,4.99266953176832
3,2.61796359517253
5,6.91214032422784
1,2.3630173061973
5,2.89374183644276
3,2.69945537332383
1,2.69945537332383
3,4.18720649084077
4,2.3630173061973
10,8.15019981339766
10,7.60975858400362
1,1.76466191355055
1,2.39789488722443
5,2.90543166769013
1,2.39789488722443
8,8.38851368192664
10,4.6833921117456
1,3.70984375114905
8,7.67307399283441
5,2.69945537332383
5,3.28266662741786
4,4.99642066496743
5,6.42454013111319
3,5.80623920177224
4,2.69945537332383
4,4.99642066496743
3,2.3630173061973
10,8.57746301446888
4,2.3630173061973
5,2.70958919235052
4,2.61796359517253
7,7.76603198465423
1,2.39789488722443
1,2.61796359517253
5,3.61774348306575
4,2.3630173061973
7,7.57998772958152
6,8.57926826077881
4,3.55432046433468
3,2.61796359517253
4,2.3630173061973
1,2.69945537332383
10,3.46815871544114
1,8.10385198324029
5,1.80487010917074
4,7.28196301460904
1,2.69945537332383
3,2.62310418207187
1,2.3630173061973
5,3.38068377290215
1,2.97319536054179
1,2.62382916208097
3,2.3630173061973
6,7.5649090922558
1,2.69945537332383
1,2.69945537332383
6,0.378067938879096
5,2.69945537332383
1,2.61796359517253
1,2.61796359517253
5,8.22643891742368
6,2.3630173061973
9,5.60097624160071
2,1.89054504692254
1,2.69945537332383
5,-1.93603355549134
6,1.76466191355055
5,1.22724857039421
3,0.815299241270368
1,2.61796359517253
3,2.3630173061973
1,1.28602785730798
1,2.85050005966925
8,6.60722099126705
5,2.3630173061973
1,4.06282338620874
5,8.98063415285644
3,3.70984375114905
2,3.61712943922256
5,2.46713188536985
3,2.69945537332383
1,3.58406534376763
8,11.7361109388424
5,3.70246522843668
1,2.3630173061973
10,9.05094658445008
5,2.3630173061973
4,2.51728036704039
1,4.2792631615452
1,2.3630173061973
2,2.61796359517253
5,7.54852456371891
10,5.2203413519881
1,2.69945537332383
3,2.69945537332383
5,4.75550870255761
1,2.61796359517253
8,9.19727707398738
6,6.88544383146871
1,2.85050005966925
4,3.28266662741786
3,4.03065388253461
4,1.81082183072077
4,4.80805783496508
3,4.43649380847881
8,9.31058580318568
2,2.3630173061973
4,2.61796359517253
6,3.30850815774803
3,2.97489535004529
3,2.69945537332383
3,2.69945537332383
4,2.3630173061973
1,2.61796359517253
1,2.3630173061973
4,7.68319823607704
7,5.39070929019003
1,2.69945537332383
7,4.95382321344436
5,4.92543895373922
5,3.61774348306575
10,6.09301567364208
8,8.00004193243384
10,7.43214677891239
1,1.22724857039421
7,7.58254573309477
5,6.38024590994679
5,2.3630173061973
1,4.21399592753052
10,6.06981718315578
4,3.33504388289191
10,7.78434227559829
6,8.51381011938223
5,4.26019251116943
1,2.61796359517253
2,2.69945537332383
3,1.76466191355055
5,4.11045917375337
5,6.4586403343618
8,7.30562592509235
5,5.15189522913501
6,5.15189522913501
1,1.39509426452978
2,2.82188508618355
1,1.22724857039421
4,2.3630173061973
2,2.3630173061973
10,9.59807395319343
1,2.3630173061973
3,2.28187894296561
4,2.82797917066355
1,2.61796359517253
3,1.4901607313562
5,1.76466191355055
9,3.2252943132795
5,3.60088738245815
4,3.55027575750116
4,2.3630173061973
1,5.29430157640986
5,-0.698792068033596
2,0.862647135689135
10,7.9213313952283
5,2.69945537332383
5,4.2792631615452
2,2.69945537332383
1,4.2792631615452
5,6.37230376804829
1,2.70958919235052
9,6.15807444955239
1,2.93710295282449
8,8.15194209716539
1,2.3630173061973
2,5.06657140939785
3,0.829831996460909
3,0.544143039408794
3,5.16490651059864
8,6.21065823770511
10,6.78035529649968
4,3.70984375114905
5,11.2560083247645
1,2.69945537332383
5,4.56579361955196
1,1.76466191355055
6,9.52466485718002
4,2.61796359517253
5,8.04229172888991
5,4.1054612314052
7,4.15696206502381
2,2.69945537332383
1,2.3630173061973
1,3.11603405602432
4,2.69945537332383
1,2.3630173061973
3,4.56639088516577
10,6.93241020908563
5,2.3630173061973
7,6.38194751661565
1,2.61796359517253
9,6.19026586581645
7,5.63006817465348
3,4.50956298258774
1,4.03065388253461
10,7.63158596078781
1,2.61796359517253
3,3.76240818048374
3,8.65756057329343
3,2.94759601793703
1,2.3630173061973
8,7.47255177389085
6,4.45980852019808
3,2.60589517611177
6,-0.0739170797460088
5,3.35936905811319
2,1.76466191355055
1,2.3630173061973
4,2.69945537332383
4,4.18720649084077
1,2.61796359517253
10,9.54770309269966
3,2.3630173061973
1,1.22724857039421
5,2.61796359517253
10,7.85120156815053
3,2.69945537332383
1,2.69945537332383
5,2.69945537332383
1,2.39789488722443
5,-2.9561666148698
3,2.3630173061973
4,2.69945537332383
1,3.7968366664633
1,3.66147035378986
5,2.40494006600625
5,5.86195285641548
2,2.28187894296561
10,6.1892734272921
5,9.07983621871711
5,2.89374183644276
10,11.3077322467711
7,8.72179758711096
1,2.61796359517253
8,6.60267319821322
4,3.70984375114905
4,2.3630173061973
8,4.16474204432803
2,2.61796359517253
3,2.61796359517253
4,2.61796359517253
3,3.39852348035045
1,2.3630173061973
10,10.7040384467526
5,7.03396021130662
10,5.37539596997701
1,0.639847696218593
5,2.3630173061973
5,12.041942973609
5,0.704127619394094
5,-6.81817130229103
5,-2.35080041731191
8,5.90589604297624
8,6.48860706682013
1,2.69945537332383
4,2.61796359517253
1,2.61796359517253
5,2.85050005966925
1,2.69945537332383
1,4.2792631615452
5,4.613326931375
3,2.69945537332383
5,7.97046567728954
1,2.69945537332383
3,2.69945537332383
1,3.28266662741786
5,8.75320043646188
3,2.3630173061973
7,10.9685413325297
4,3.61774348306575
8,11.2215877615991
6,2.3630173061973
5,6.9687385378186
4,4.86855599539345
3,1.82064723397866
5,7.73360138198659
9,11.3263352748005
1,-0.582118812448433
1,2.61796359517253
10,8.9253876393888
4,2.69945537332383
4,3.28266662741786
5,2.61796359517253
3,2.39789488722443
10,8.9795326955322
1,1.76466191355055
1,2.61796359517253
5,3.7263398498606
1,4.76475943503281
3,8.10384385551135
5,2.93088523577059
1,2.3630173061973
6,2.37795469976774
1,5.37903760403735
4,2.61796359517253
3,5.91559323069361
10,4.83565631203969
7,3.44000161381582
10,9.24480262008051
1,3.44534306382989
10,5.1825455587874
6,-3.67294230469564
6,9.74929698413044
4,6.77580909421081
4,2.70958919235052
8,9.33422297819591
8,10.1504048071117
3,1.44731463790164
3,2.69945537332383
1,1.89054504692254
1,2.61796359517253
10,-0.15475108633639
9,6.61800039613102
2,2.3630173061973
3,7.82661037053745
3,3.70984375114905
5,4.91153325900385
10,5.87859624574442
3,2.3630173061973
5,3.61774348306575
3,2.69945537332383
1,1.76466191355055
3,3.51678852283348
8,4.92419392793972
3,3.45570194545322
3,2.3630173061973
7,9.29936118813497
3,2.39789488722443
5,4.56233358266935
10,8.45476584291935
9,6.19026586581645
3,4.8420966098631
4,6.87557432118521
10,15.3626751389263
1,1.22724857039421
8,6.95383924690822
8,6.94787101015269
4,2.69945537332383
5,2.77810718324406
8,2.34050229405162
1,2.69945537332383
2,2.69945537332383
6,8.73545732438275
