"Actual","Predicted"
0,1.7749435340461
4.823,2.53574592008634
3.306,2.31650524374307
2.503,2.37953325607351
4.43,2.43000441295599
0,2.54067903817094
4.811,2.57002643754292
3.029,2.41948825948445
2.556,2.77329805324243
2.338,2.56005649378671
0,2.45161788240367
3.584,2.66118828134195
1.368,2.43614920856872
3.627,2.49354411476421
0,1.16505441906624
0,2.08083019304818
0,1.81630983204135
2.909,2.15941462401421
4.735,2.49649878360177
1.275,2.42692686896933
4.176,2.54374867634281
0,2.4698314691958
4.873,2.56509598637599
2.518,2.55811736577765
2.721,2.17693254905931
1.441,2.50142226853831
0,2.68960899622806
2.063,1.51451604578448
4.724,2.53603985670007
2.899,2.45726693345446
1.94,1.88070506674708
2.987,2.7279343286663
1.8,2.20181892926181
2.8,2.49207528079956
4.856,2.32431978508993
2.246,2.27654031171872
2.84,2.66196543634793
4.03,2.57990971649489
2.448,2.61488120274811
0,2.83232015279794
0,2.13658066357338
3.705,2.6482331552508
2.256,2.23617252581241
0,2.47349741783331
2.749,2.48039570591326
4.608,2.5120847251772
0,2.22146419598427
4.444,2.17782653782554
2.416,2.23596407398506
2.94,2.22135544288145
4.188,2.59525159900144
0,1.15529455962303
4.572,2.56784813968584
3.431,2.56927980946449
0,1.95293124525069
4.187,1.69775178320561
1.538,2.31132004641847
3.726,2.90988244784726
2.393,2.82825592340607
2.858,1.51235779938969
2.445,2.46365713591532
0,2.71314470032064
4.327,2.75401228277108
0,2.63388250100233
4.951,2.23515129808636
0,2.35895811767306
0,2.93103247299539
0,2.50225389901665
2.655,2.76657061778399
2.441,2.2318707030467
3.521,2.25948368677167
4.219,2.4950624821547
4.53,2.01288078532565
4.738,2.2931637948341
3.543,2.34919975597521
4.035,2.4536868874051
2.8,2.5788522685469
0,2.51940759685525
1.63,2.31797607294937
2.928,2.4239515057428
4.722,2.28308818593005
3.347,2.48450393364752
2.363,2.78866341729427
4.838,2.40931828468756
0,1.49934729685097
0,1.95253814745281
2.757,0.947124100146893
0,2.93506157559134
